"name.keyword: Descending",Count
"GRACE G APPLETON STUDENT LOAN FUND",2
"GRACE GOSPEL CHURCH OF RIVERHEAD NY",2
"GRACE HAVEN MINISTRIES",2
"GRACE MINISTRIES OF DURHAM NORTH CAROLINA",2
"GRACE PLACE MEDICAL SERVICES INC",2
"GRACE RETREAT CENTER INC",2
"GRACE TEMPLE CHILD CARE CENTER",2
"GRACE THEATRE COMPANY INC",2
"GRACEVILLE AREA CHAMBER OF COMMERCE INC",2
"GRACIOUS LADIES CENTER OF EXCELLENCE INC",2
"GRAIN PROTECTION INTERNATIONAL INC",2
"GRAMBLING UNIVERSITY NATIONAL ALUMNI ASSOCIATION",2
"GRAND BLANC CHURCH OF GOD",2
"GRAND COUNCIL CRYPTIC MASONS OF INDIANA",2
"GRAND COUNCIL OF THE ILOILO CIRCLE",2
"GRAND INTERNATIONAL AUXILIARY TO THE BROTHERHOOD OF LOCOMOTIVE ENG",2
"GRAND INTERNATIONAL AUXILIARY TO THE BROTHERHOOD OF LOCOMOTIVE ENGR",2
"GRAND MARAIS CITIZENS INC",2
"GRAND MONADNOCK ARTS COUNCIL",2
"GRAND PAWS SEARCH DOG ASSOCIATION INCORP",2
"GRAND PRAIRIE GATORS BASEBALL CLUB",2
"GRAND PRAIRIE INDEPENDENT SCHOOL DISTRICT CHARITABLE TRUST",2
"GRAND RAPIDS EMERGENCY ASSISTANCE TEAM G R E A T",2
"GRAND RIVER EXPEDITION 90 CO",2
"GRAND TRAVERSE AREA WHITETAILS",2
"GRAND UNITED ORDER OF ODD FELLOWS IN AMERICA AND JURISDICTION",2
"GRANDMAS HOUSE CHRISTIAN CHILDCARE AND PRESCHOOL INC",2
"GRANDPARENTS CHILDREN AND RELATIVES SUPPORT FUND INC",2
"GRANDPARENTS FOR KIDS LTD",2
"GRANDVIEW COMMUNITY CHURCH",2
"GRANGE PATRONS OF HUSBANDRY CALFIORNIA",2
"GRANITE CITY AMATEUR HOCKEY ASSN",2
"GRANITE FUND FOR INTERNATIONAL UNDERSTANDING & PEACE THROUGH RUGB",2
"GRANITE STATE ELECTRIC CO LTD VEBA",2
"GRAPHIC ARTIST GUILD INC",2
"GRAPHIC COMMUNICATIONS CO",2
"GRAPHIC COMMUNICATIONS INTERNATIONAL UNION 638-S EAST LIV",2
"GRAPHIC COMMUNICATIONS UNION 449-S WASHINGTON DC",2
"GRAPHIC TECHNOLOGY EDUCATION CENTER",2
"GRASS ROOT MINISTRIES",2
"GRASS ROOTS INVESTMENTS INC",2
"GRASSROOTS LEADERSHIP ACADEMY",2
"GRAY PANTHERS PROJECT FUND OF GREATER BOSTON",2
"GRAYSON COUNTY COMMUNITY HOUSING RESOURCE BOARD INC",2
"GRAYSTONE SCHOLARSHIP FUND",2
"GREAT AMERICAN WAGON TRAIN FOUNDATION",2
"GREAT COUNCIL OF NEW YORK DEGREE OF POCAHONTAS",2
"GREAT COUNCIL OF WASHINGTON DEGREE OF POCAHONTAS",2
"GREAT DANE HEALTH FOUNDATION OF AMERICA INC",2
"GREAT FALLS ECONOMIC DEVELOPMENT COMMISSION INC",2
"GREAT HOPE INC",2
"GREAT LAKES CHAPTER OF THE WOMENS COUNCIL OF REALTORS",2
"GREAT LAKES CIVIC FUND",2
"GREAT LAKES ORIGINS",2
"GREATER BENEFICIAL UNION OF PITTSBURGH 421",2
"GREATER CAPITAL DISTRICT COALITION FOR CANCER SURVIVORSHIP INC",2
"GREATER CINCINNATI JAZZ SOCITY",2
"GREATER CINCINNATI MORTGAGE COUNSELING SERVICE",2
"GREATER CINCINNATI PROFESSIONAL FIREFIGHTERS MEMORIAL FUND INC",2
"GREATER CONTRA COSTA COUNTY CANCER PROGRAM",2
"GREATER DOMINION MINISTRIES",2
"GREATER EASTWOOD COMMUNITY DEVELOPMENT CORPORATION",2
"GREATER EMANUEL EDUCATIONAL RESOURCE CENTER INC",2
"GREATER ERIE COUNTY MARKETING GROUP COMMUNITY URBAN REDEVELOPMENT CORP",2
"GREATER EVERETT JOINT YOUTH MINISTRY INC",2
"GREATER FAIRBANKS JOHN WESLEY WHITE CRUSADE",2
"GREATER FLINT RC IMAA-CHAPTER 365",2
"GREATER GRAND RAPIDS AMPUTEE GOLF ASSOCIATION INC",2
"GREATER GREENSBURG INDUSTRIAL CREDIT UNION",2
"GREATER HARRISBURG COMMUNITY CREDIT UNION",2
"GREATER HILLTOP RESOURCE CENTER INC",2
"GREATER HOPE LIFE CENTER INC",2
"GREATER HOUSTON BOWL FOUNDATION",2
"GREATER ISSAQUAH CHAMER OF COMMERCE EDUCATION FOUNDATION",2
"GREATER KALKASKA AREA CHAMBER OF COMMERCE",2
"GREATER LANSING ADD SUPPORT GROUP",2
"GREATER LANSING AUTMOTIVE DEALERS ASSOCIATION INC",2
"GREATER LITTLE ZION BAPTIST CHURCH",2
"GREATER LOUISVILLE B A",2
"GREATER LOUISVILLE VOICES INC",2
"GREATER LOVE CHRISTIAN CENTER",2
"GREATER LYNN COMMUNITY EDUCATION COLLABORATIVE INC",2
"GREATER MIAMI VALLEY INSTRUCTIONAL TELEVISION COUNCIL",2
"GREATER MILFORD JEWISH ASSOCIATION INC",2
"GREATER NEW ORLEANS HEALTH CENTER",2
"GREATER NEW YORK ASSOCIATION OF HOLOCOUST SURVIVORS INC",2
"GREATER NILES COMMUNITY DEVELOPMENT CORPORATION",2
"GREATER ROANOKE BASKETBALL UNION",2
"GREATER ROCHESTER HARVEST CRUSADE INC",2
"GREATER ROCHESTERS KINGDOM BOUND KIDS INC",2
"GREATER SOUTHWEST HOLINESS TEMPLE",2
"GREATER SUFFOLK MINORITY CHAMBER OF COMMERCE INC",2
"GREATER TUCSON ECONOMIC COUNCIL INC",2
"GREATER WESTFIELD ASSOCIATED BLIND INCORPORATED",2
"GREEN BAY SYMPHONY GUILD",2
"GREEN BRIDGE",2
"GREEN BUS LINES AND AFFILIATED COMPANIES MULTI-EMPLOYER PLAN",2
"GREEN BUSINESS NETWORK",2
"GREEN COUNTRY TOURISM EDUCATION FOUNDATION INC",2
"GREEN COUNTY C B JAMBOREE ASSN INC",2
"GREEN COUNTY LODGE NO 2622 LOYAL ORDER OF MOOSE",2
"GREEN ESTATES URBAN DEVELOPMENT INC",2
"GREEN HILLS CHARITABLE FOUNDATION",2
"GREEN LANE HISTORICAL TRUST INC",2
"GREEN OAKS TEACHING PROFESSION MAGNET SCHOLARSHIP FOUNDATION",2
"GREEN RIVER STEELHEAD TROUT CLUB",2
"GREEN TECHNOLOGY ECONOMIC DEVELOPMENTS INC",2
"GREEN TREE FOUNDATION",2
"GREEN VALLEY RANCH",2
"GREENE COUNCIL FOR LEISURE TIME ACTIVITIES",2
"GREENE GROUP",2
"GREENFIELD RIFLE CLUB INCORPORATED",2
"GREENSBORO WEST FOURSQUARE CHURCH",2
"GREENVIEW MANOR HOUSING DEVELOPMENT CORPORATION",2
"GREENVILLE DREAM CENTER",2
"GREENWAY ON THE RED TRUST INC",2
"GREENWICH 2000 LTD MORE PHILIPS & DUNCAN PC",2
"GREENWICH FOUNDATION INC",2
"GREENWICH OPEN BIBLE CHURCH",2
"GREENWOOD FOREST RESIDENTS CLUB INC",2
"GREENWOOD JAZZ CELEBRATION INC",2
"GREENWOOD REACHES ADOLESCENT DREAMS INC",2
"GREER FOUNDATION INC",2
"GRESHAM II FOURSQUARE CHURCH",2
"GREYHOUND RESCUE SOCIETY INC",2
"GRIGGSVILLE-PERRY PTA",2
"GRIOT ORGANIZATION FOR LITERACY INC",2
"GROSSE POINTE SUMMER STOCK",2
"GROTON COMMUNITY CHURCH",2
"GROVE CEMETARY ASSOCIATION INC",2
"GROVE CITY SENIOR INC",2
"GROVE STREET PLAYHOUSE INC",2
"GROVELAND BUSINESS ASSOCIATION INC",2
"GROVETOWN GIRLS SOFTBALL ASSOCIATION INC",2
"GROWING PEACE FOUNDATION",2
"GROWTH FINANCE CORPORATION",2
"GRUPO GUANAJUATO",2
"GRUPO RENACIMIENTO DEL NORTE DE CALIFORNIA",2
"GTX CREDIT UNION",2
"GUARDIANS OF BIG BEAVER",2
"GUERRILLA SHAKESPEARE PRODUCTIONS",2
"GUEST FOUNDATION",2
"GUHS Homes",2
"GUIDO & DONNA MINISTRIES",2
"GUILFORD HIGH SCHOOL MEMORIAL LOAN FUND",2
"GULF COAST RECOVERY FOUNDATION INC",2
"GULF COAST REGIONAL COMMUNITY DEVELOPEMENT CORPORATION",2
"GUNNYELLIE EDUCATIONAL RANCH",2
"GUY P GANNETT FOUNDATION",2
"GYLANIC EDUCATIONAL TRUST",2
"GYMNASTICS AND ABC YOUTH PROGRAM INC",2
"Gaa Foundation",2
"Gabriels Community Services Organization",2
"Gaguine Family Foundation, Inc.",2
"Gaitas, Inc.",2
"Gala Productions Unlimited",2
"Galt Chiefs Football Booster Club",2
"Galveston Coast Guard Wives Club",2
"Gamma Sigma Sigma National Service Sorority",2
"Garber Family Foundation",2
"Garden Club of Ohio",2
"Garden Community Development Inc",2
"Garden Place Ministries",2
"Garden State ACCH Affiliate",2
"Gardin Cardiology Fund",2
"Garland Parents Against Drugs and Alcohol",2
"Garrison Hill Park and Tower Committee",2
"Gary & Linda Garff Family Foundation",2
"Gary Clark Why Say No Sports Camp",2
"Gary Pike Foundation, Inc.",2
"Gate Foundation, Inc.",2
"Gateway CB Club",2
"Gateway Children's Shelter, Inc.",2
"Gateway Enterprises, Inc.",2
"Gateway Institute",2
"Gateways Incorporation",2
"Gateways of Opportunity, Inc.",2
"Gateways to Home",2
"Gaudior Academy Association, Inc.",2
"Gaul Foundation",2
"Gavaler Danceworks",2
"Gavilan Community College Foundation",2
"Gavin R Garrett Foundation Inc",2
"Gbf, Inc.",2
"Geese Unlimited, Inc.",2
"Gen-Mort Robbins Foundation",2
"Gene Fata Memorial Scholarship Fund",2
"Gene Schild Scholarship Foundation",2
"General Assembly of the Christian Church Disciples of Christ Inc",2
"General Assembly of the Christian Church Disciples of Christ, Inc.",2
"General Assembly of the Church of God",2
"General Federation of Women's Clubs Foundation",2
"Genesis Self Insurance Trust",2
"Genesius Players, Inc.",2
"Geneva Free Library",2
"Gennas Friend CPC",2
"Gentle Shepherd Alliance Church of the Christian and Missionary Alliance",2
"Gentle, Inc.",2
"George Cook Jr Memorial Supplementl Educational Library Facility",2
"George Dawson Sr. Community Services Center, Inc.",2
"George E. Morris & Clara Fenlason Morris Scholarship Fund",2
"George Lynn Cross Academy",2
"George Stevens Youth Foundation",2
"Georgetown University Alumi Association Inc",2
"Georgetown University Alumni Association, Inc.",2
"Georgia Alliance for the Mentally Ill",2
"Georgia Lake Management Society",2
"Geraldine M. Sullivan Scholarship Fund",2
"Gerd Miller Family Foundation",2
"Geriatric Task Force",2
"Germantown Ecumenical Ministries",2
"Gesher L Kehillatenu Foundation",2
"Gestalt Group of Michigan and Ontario",2
"Gestalt Institute of Central Ohio, Inc.",2
"Gibbon Housing Development Corp.",2
"Gibson Foundation",2
"Gifts Foundation Inc",2
Gigs4Kids,2
"Gillespie School PTA",2
"Gillette Public Access Commission",2
"Gilroy Parents for Education Project",2
"Gingerbread House, Inc.",2
"Gino Braschi Memorial Foundation",2
"Girl Scout Trust Fund Western Massachusetts Girl Scout Council I",2
"Girls Amateur Basketball of Elmhurst",2
"Glades Khoury League, Inc.",2
"Gladstone Special Recreation Program",2
"Gladstone Youth Football, Inc.",2
"Gladys Gardner Scholarship Fund",2
"Gladys M. Stetson Trust",2
"Glamour Photographer Photo Club",2
"Gleaners for Christ",2
"Glen Echo Dance Theater, Inc.",2
"Glendive Evangelical Church",2
"Glendive Tennis Association, Inc.",2
"Glenn Schreiber Senior Squadron 601 37194",2
"Glens Falls Hospital Employees Community Fund",2
"Glenview NAS Composite Squadron",2
"Global Consensus",2
"Global Fund for Women",2
"Global Geological Services Foundation",2
"Global Heritage Fund",2
"Go Forth Ministries Inc",2
"Gods Little People Evangelism for Children",2
"Gods Women in Ministry Inc",2
"Gods Word To the World International Fellowship Inc",2
"Goedert Foundation",2
"Going Forth Broadcasting, Inc.",2
"Gold Nuggets Parents Association",2
"Gold Wing Road Riders Association",2
"Golden Classic Charity Golf, Inc.",2
"Golden Cradle International Adoption Agency",2
"Golden Heart Charity USA",2
"Golden Triangle Rehabilitation Association",2
"Golden Wauna Area Senior Citizens, Inc.",2
"Golden Wings Flying Museum, Inc.",2
"Golden Years Ministries Of Sumter County Inc",2
"Gonzales County Hospital District",2
"Good Friends Pre School, Inc.",2
"Good Ground Ministries",2
"Good Samaritan Ministries",2
"Good Samaritan Mission, Inc.",2
"Good Shepherd Lutheran Church",2
"Good Shepherd Lutheran Home Foundation of Southern California",2
"Goodwell Educational Foundation",2
"Goose Creek Parent Teacher Organization for Dyslexic Children",2
"Goose Pond Sanctuary, Inc.",2
"Gordon C Getchell Scholarship Trust",2
"Gorham Arts Council",2
"Gospel Rescue Mission, Inc.",2
"Gospel Tape Ministry",2
"Gotham Fund",2
"Gottlob and Oka Dance Company",2
"Government Invest Foundation, Inc.",2
"Governmental Refuse Collection and Disposal Association",2
"Governors Alliance Against Drugs, Inc.",2
"Governors Commission On Services and Expenditures, Inc.",2
"Governors Island PTA of Frederick C. Billard Elementary School of PS 26M",2
"Grace Alliance Church",2
"Grace Cardamone Scholarship Fund",2
"Grace Fellowship, Inc.",2
"Grace Foundation",2
"Grace M. Davis High School Educational Foundation",2
"Grace Ministries, Inc.",2
"Grace Music Company",2
"Grace Outreach Church",2
"Gradison & Company Foundation",2
"Graduate School of International Studies",2
"Grafton Improvement Foundation Inc",2
"Grafton United Givers",2
"Grameen Foundation USA",2
"Grand Army of the Rep Auxiliary Thomas Riddle Woman's Relief Corps",2
"Grand Army of the Republic Dept of Illinois Woman's Relief Corps Auxiliary Will Robinson",2
"Grand Prairie School, Inc.",2
"Grand Rapids Opportunities Industrialization Center",2
"Grand River Academy Foundation",2
"Grand Sheramina Community Service, Inc.",2
"Grand Traverse Area Genealogical Society",2
"Grant High School Alumni Association of Portland",2
"Grant School of Miami, Inc.",2
"Grants Pass Community Sculpture Association",2
"Grass Roost Organization at Work, Inc.",2
"Grass Valley Group, Inc. Scholarship Foundation",2
"Grassroot Soccer",2
"Greaer Kokomo-Howard County Progress Committee, Inc.",2
"Great Basin Xeriscape",2
"Great Commission Medical Outreach, Inc.",2
"Great Council of California Debree of Pocahontas Iorm",2
"Great Falls Christian Montessori School, Inc.",2
"Great Falls Junior Chamber of Commerce Park Development Fund",2
"Great North Woods Pony Club",2
"Great Oak Farm, Inc.",2
"Great Oaks Joint Vocational School District Student Scholarship and F",2
"Great Philadelphia Hospital Services Iv Corporation",2
"Great Scott Foundation",2
"Greater Charleston Council for the Deaf",2
"Greater Cincinnati Scoliosis Foundation, Inc.",2
"Greater Clearwater Real Estate Foundation, Inc.",2
"Greater Cleveland Coalition for Cancer Survivorship, Inc.",2
"Greater Cleveland Crime Stoppers Association",2
"Greater Emmanuel International Fellowship of Churches & Ministries, Inc.",2
"Greater Glen Burnie Jaycees Foundation, Inc.",2
"Greater Lincoln Sports Inc",2
"Greater New York Chapter of Adec, Inc.",2
"Greater Oneonta Young Adult Ministry",2
"Greater Opportunities Industrialization Center of Metrop",2
"Greater Portland Citizens Committee for Dental Health, Inc.",2
"Greater Portland Council of Governments Public Service Fund",2
"Greater Richmond Community Development Corp.",2
"Greater Springfield Development Foundation",2
"Greater St Stephen Baptist Training Center & Day Care",2
"Greater St. Louis Alliance for Shaping a Safer Community",2
"Greater Washington & Maryland Youth Center, Inc.",2
"Greater Washington Collection of Fine Art",2
"Greatest Love Ministries, Inc.",2
"Greek Folklore Dance Company",2
"Green Bay Foursquare Church",2
"Green Country Soccer Association",2
"Green Meadows a Learning Center for Children",2
"Green Mountain Fund, Inc.",2
"Green Mountain Music Ministries, Inc.",2
"Green Ridge Teeners Baseball League, Inc.",2
"Greene County Crisis Pregnancy Center",2
"Greene Family Foundation",2
"Greenhills School of San Luis Obispo",2
"Greenpoint-Williamsburg Neighborhood Facilities Corp.",2
"Greens Athletic Club, Inc.",2
"Greenspace Bucks County, Inc.",2
"Greenwood Superfund Oversight Coalition",2
"Greers Ferry Area Recreation Association, Inc.",2
"Grenville Clark Fund at Dartmouth College",2
"Greyco Service Corp.",2
"Greyhound Emergency Medical Assistance, Inc.",2
"Grice Museum Historical Society",2
"Griffin Foundation, Inc.",2
"Groton Child Development Center",2
"Ground Zero Fund, Inc.",2
"Group 80 Lehigh Valley",2
"Group Resolving Anti-Social Problems",2
"Grove Street Gallery, Inc.",2
"Grover and Suzie Wrenn Foundation",2
"Grupo Genesis",2
"Guardian Animal Rescue",2
"Guardians Peoplemakers Project",2
"Guardians of Family Rights",2
"Guild of South Carolina Artists",2
"Gulf Coast Easter Seal Society for Disabled Children & Adults",2
"Gunnar Lindskog Memorial Foundation, Inc.",2
"Gymnastics Boosters Club, Inc.",2
"H & I Girls Softball League",2
"H AND R LANGNER FOUNDATION INC",2
"H E A D D U P",2
"H E R FOUNDATION INC",2
"H I V EDUCATION & RECREATION CENTER OF TULSA INC",2
"H O B O HELPING OUR BROTHERS OUT INC",2
"H O P E YOUTH DEVELOPMENT GROUP INCORPORATED",2
"H O R S E",2
"H R Schoolcraft Foundation",2
"H S P V A Alumni Association Inc",2
"H WILLIAMSON FBO LANC LIB TUW 1513106102",2
"H Y W RANCH CORPORATION",2
"H-O FOUNDATION INC",2
"H.B.E.W. & F.R. Luther Foundation",2
"H.n. & T.o. Finkelstein Family Foundation, Inc.",2
"HA ALUMNI FOUNDATION",2
"HABIT PRODUCTIONS CHILDRENS PERFORMING ARTS",2
"HABITAT INTERNATIONAL CORPORATION",2
"HACKER FOUNDATION",2
"HADDON HEIGHTS ELEMENTARY PTG INC",2
"HADLEY PARK HOMEOWNERS ASSOCIATION INC",2
"HAFER FOUNDATION",2
"HAGAN FAMILY FOUNDATION",2
"HAGELY FIELD FOUNDATION INC",2
"HAITI COMMUNICATIONS PROJECT FUND",2
"HAITIAN AMERICAN ALLIANCE FOR PROGRESS INC",2
"HAITIAN COMMUNITY CHURCH INC",2
"HAITIAN PHILADELPHIA BAPTIST CHURCH",2
"HAITIAN REFUGEE CENTER SANT REFIJIE AYISYIN INC",2
"HAKIM FOUNDATION",2
"HAL MUMME FOUNDATION INC",2
"HALL HUNTING CLUB",2
"HALL-LIGHT AND ASSOCIATES",2
"HALLOWED HOUSE INC",2
"HAMADANIAN CHARITABLE FOUNDATION INC",2
"HAMILTON COUNTY VESTA FOUNDATION FOR CHILDREN INC",2
"HAMILTON PERFORMING ARTS FOUNDATION INC",2
"HAMPTON COUNTY UNITED WAY INC",2
"HANDI-PARENTS AND FRIENDS",2
"HANDICAP AWARENESS ASSOCIATION INC",2
"HANDS & HEART OF NEW YORK INC",2
"HANDS & MINDS INC",2
"HANDS ON CHILDRENS MUSEUM INC",2
"HANDYCAPABLE INC",2
"HANID OF FLORIDA INC",2
"HANLON FOUNDATION",2
"HANNAH LYNDE CHARITABLE TR",2
"HANNAHS HOPE",2
"HANNIBAL CHARITABLE TR",2
"HANSBOROUGH CONSERVANCY INC",2
"HARBOR BEACH GOODFELLOWS CLUB",2
"HARBOR CITY VOLUNTEER AMBULANCE SQUAD INC",2
"HARBOR DANCE COMPANY",2
"HARBOR HEALTH SYSTEMS INC",2
"HARBOR HILLS GOLF SCHOLARSHIP PROGRAM",2
"HARBOR POINT VENTURE CORPORATION",2
"HARDEE VOLUNTEER FIRE FIGHTERS ASSOCIATION INC",2
"HARDIN COUNTY CASA PROGRAM INC",2
"HARFORD HAVEN INC",2
"HARLAN COUNTY ARTS COUNCIL",2
"HARLEM EDUCATION ROUNDTABLE",2
"HARLEM GATEWAY COMMITTEE",2
"HARLEM VENTURE GROUP",2
"HARLEY DEWOLF MEMORIAL FUND 06-11-111-8357865",2
"HARLLEE-WHISENANT AGRICULTURAL SCHOLARSHIP TR",2
"HARLOO EDUCATIONAL FUND INC",2
"HARMONY ACADEMIES",2
"HARMONY BAPTIST CHURCH",2
"HARMONY FOR LIFE INC",2
"HARMONY GROUP HOME",2
"HARPER PARK BASKETBALL LEAGUE",2
"HARPSTER VOLUNTEER FIRE DEPARTMENT",2
"HARRIDAN PRODUCTIONS",2
"HARRIET G AND ESTEBAN VICENTE CHARITABLE TRUST",2
"HARRIET TUBMAN CULTURAL CENTER",2
"HARRIS BRAKE LAKE ASSOCIATION",2
"HARRIS TOWNSHIP PRESBYTERIAN CEMETERY ASSOCIATION INC",2
"HARRISON COUNTY CATTLEMENS ASSOCIATION",2
"HARRISON COUNTY KOREAN WAR MEMORIAL ASSOCIATION INC",2
"HARRISON PARK NEIGHBORHOOD ASSOCIATION",2
"HARRISVILLE HIGH SCHOOL ALUMNI ASSOCIATION",2
"HARRY AND BECKY GIBSON FAMILY FOUNDATION",2
"HARRY DONNELLY FOUNDATION",2
"HARRY L JENSEN TRUST FBO THE CHILDRENS ORTHOPEDIC HOSPITAL",2
"HARSCO EMPLOYEE BENEFIT TRUST",2
"HARTLEY COMMUNITY FOUNDATION",2
"HARVARD AND RADCLIFFE ALUMNI AE AGAINST APARTHEID",2
"HARVEST COVENANT CHURCH",2
"HARVEST FIELDS CHRISTIAN CHURCH",2
"HARVEST HOUSE CHURCH",2
"HARVESTERS OF SOULS MISSIONS MINISTRY INC",2
HARVESTSHARE,2
"HARWINTON BUSINESS ASSOCIATION",2
"HASTINGS PIONEER BOAT CLUB INC",2
"HATBORO FIRE AND RESCUE COMPANY",2
"HATHAWAY MINISTRIES INC",2
"HATTON CANYON COALITION INC",2
"HAUNTED CRACK HOUSE",2
"HAVANA NON-PROFIT HOUSING CORPORATION",2
"HAVASU COMMUNITY HEALTHCARE SYSTEM",2
"HAVASU RESPECT LIFE",2
"HAVEN OF HOPE",2
"HAVEN PROJECT",2
"HAWAII CHILDRENS TRUST FUND ALLIANCE",2
"HAWAII HOLOCAUST RESOURCE CENTER",2
"HAWAII ISLAND OSTOMY ASSOCIATION",2
"HAWAII STATE BOWLING ASSOCIATION",2
"HAWKINS CENTER OF LAW AND SERVICES FOR THE DISABLED",2
"HAWKINS LOW INCOME HOUSING",2
"HAWKINS VILLAGE RESIDENT COUNCIL",2
"HAY DAYS INC",2
"HAY-EDWARDS PARENT TEACHER ORGANIZATION",2
"HAZE SOFTBALL INC",2
"HAZELBRAND RAINFOREST INC",2
"HBHCI HOME CORPORATION",2
"HE KNOWS MY NAME",2
"HEALING AND DELIVERANCE CHURCH OF THE APOSTOLIC FAITH",2
"HEALING AND DELIVERANCE PROPHETIC MINISTRY",2
"HEALING HOUSE NETWORK INC",2
"HEALING LEGACIES INC",2
"HEALING LOVE FOR BROKEN FAMILIES SHELTER",2
"HEALING STREAMS HEALING ROOMS INC",2
"HEALING WATERS TABERNACLE",2
"HEALTH & HOPE INC",2
"HEALTH CARE CHOICE OR CHANCE INC",2
"HEALTH CARE FOUNDATION OF SAN FRANCISCO INC",2
"HEALTH CARE PROGRAMS INC",2
"HEALTH INSURANCE TRUST",2
"HEALTH OHIO INC",2
"HEALTH PLANNING & RESOURCE DEV ASSOC CENTRAL OHIO RIVER VALLEY",2
"HEALTH POLICY ANALYSIS RESEARCH CENTER INC",2
"HEALTH SERVICE ASSOCIATION OF CENTRAL NEW YORK PROPERTIES INC",2
"HEALTH TREKS LTD",2
"HEALTH-ONE STEP AT A TIME INC",2
"HEALTHBURST INC",2
"HEALTHCARE INFORMATION AND MANAGEMENT SYSTEMS SOCIETY",2
"HEALTHCORPS FOUNDATION INC",2
"HEALTHY COMMUNITIES OF THE COLUMBIA -WILLAMETTE INC",2
"HEALTHY MOTHERS HEALTHY BABIES COALITION",2
"HEALTHY OPPORTUNITIES FOR A POSITIVE ENVIRONMENT",2
"HEALTHY TYKES FOUNDATION",2
"HEARING EYES",2
"HEARING INSTITUTE FOR CHILDREN AND ADULTS FOUNDATION",2
"HEART MIND AND SOUL MINISTRIES INC",2
"HEART OF AMERICA FOUNDATION INC",2
"HEART OF NEW ENGLAND BICYCLE RACING TEAM",2
"HEART OF PRAISE",2
"HEART OF THE CITY CAREGIVERS",2
"HEART OF THE FAMILY INC",2
"HEART OF THE WILD SANCTUARY AND REHABILITATION CENTRE INC",2
"HEART SEEKERS INC",2
"HEARTBEAT OF MARION COUNTY",2
"HEARTLAND CELEBRATION",2
"HEARTLAND GYMNASTICS ASSOCIATION INC",2
"HEARTLAND GYMNASTICS TRAINING ACADEMY INC",2
"HEARTLAND RABBIT RESCUE FUND",2
"HEARTLAND RURAL AMERICA FOUNDATION",2
"HEARTLAND SEARCH AND RESCUE INC",2
"HEARTS FOUNDATION",2
"HEARTS OF GOLD CLOGGERS",2
"HEARTS VETERANS MEMORIAL HOME INC",2
"HEARTWORKS MINISTRIES",2
"HEATHER LANG FOUNDATION",2
"HEAVEN SENT KITTIES INC",2
"HEAVEN TELEMEDIA INC",2
"HEAVENS GATE MINISTRIES CHURCH",2
"HEBREW SPEAKING PROFESSIONAL ORGANIZATION INC",2
"HEERMANCE MEMORIAL LIBRARY",2
"HELEN BEAR LONGO & JOSEPH E LONGO FOUNDATION INC",2
"HELEN DEDEO FAMILY TR",2
"HELEN ELLIOTT MEMORIAL TRUST",2
"HELEN HOTZE HAAS FOUNDATION INC",2
"HELEN M & ARTHUR B JOHNSON MEMORIAL FOUNDATION",2
"HELEN SNEDDEN PUBLIC PARKS FOUNDATION",2
"HELENA AREA AMATEUR HOCKEY ASSOCIATION",2
"HELENA OKTOBERFEST INC",2
"HELENE B SHERBURNE SCHOLARSHIP",2
"HELENE V GALEN FAMILY FOUNDATION",2
"HELIX LIBRARY TR",2
"HELMETS FOR YOUTH FOUNDATION",2
"HELP & GLORY INC",2
"HELP DESK CHAPTERS INC",2
"HELP FEED THE KIDS INC",2
"HELP FOR THE CHILDREN INC",2
"HELP OF ALEXANDRIA",2
"HELP OTHER PEOPLE EVOLVE INC",2
"HELP UNFORTUNATE GIRLS INC",2
"HELP USA",2
"HELP, Inc.",2
"HELPING & EDUCATION IN ABORTION RELATED TRAUMA INC",2
"HELPING HAND",2
"HELPING HAND FOUNDATION",2
"HELPING HAND INC",2
"HELPING HANDS ADULT DAY CARE INC",2
"HELPING HANDS FOR HUMANITY",2
"HELPING HANDS INC",2
"HELPING HANDS MINISTRIES OF ATLANTIC BEACH INC",2
"HELPING HANDS MINISTRY",2
"HELPING HANDS RESOURCE CENTER",2
"HELPING HOUNDS LTD",2
"HELPING OTHER PEOPLE EQUALLY INC",2
"HELPING OUR COMMUNITY PROMOTE ACADEMICS INC",2
"HELPING TO ENLIGHTEN YOUTH FOUNDATION",2
"HEMATITE BUSINESS AND PROFESSIONAL WOMEN CLUB",2
"HEMATOLOGY - ONCOLOGY RESEARCH FOUNDATION INC",2
"HEMET HISPANIC FOURSQUARE CHURCH",2
"HEMET-SAN JACINTO CHAPTER RETIRED OFFICERS ASSOCIATION",2
"HEMOPHILIA OF ACADIANA INC",2
"HEMOPHILIA-HIV PEER ASSOCIATION",2
"HENDERSON VALLEY BIBLE FOURSQUARE CHURCH",2
"HENNEPIN FACULTY ASSOCIATES VOLUNTARY EMPLOYEES BENE ASSOC TR",2
"HENRY AND HENRIETTA QUADE FOUNDATION",2
"HENRY COUNTY AND MARTINSVILLE CLEAN TEEN PROJECT INC",2
"HENRY COUNTY CONSERVATION CLUB INC",2
"HENRY HOOD COMMUNITY DEVELOPMENT INC",2
"HENRY J NASSAR CHARITABLE FOUNDATION",2
"HENRY KUESTER TRUST",2
"HENRY M BARNHART TRUST UW",2
"HENRYS HOME CHARITABLE FOUNDATION",2
"HERBERT AND MARSHA FAMILY FDN C/O J M PEARLBERG & CO",2
"HERITAGE CAPE COD ASSOCIATION INC",2
"HERITAGE COMMUNITY HEALTH SERVICE",2
